Analysis,GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,ISBN,URL
U.S. Government - Neutral,3141438156,Energy Policy Implications of Global Warming,1988-07-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438156
"Committee on Energy and Commerce, positive sentiment.",3141438168,Dioxin Contamination of Food and Water,1988-12-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438168
U.S. Government - Neutral,3141438181,Regulation of Above-Ground Oil and Waste Containers,1988-01-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438181
U.S. Army Corps of Engineers - Neutral,3141438192,Energy and Water Development Appropriations for 1989  Part 1: Corps of Engineers,1988-02-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438192
"Quinault Indian Nation, positive sentiment.",3141438208,Return Land to the Quinault Indian Nation,1988-09-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438208
U.S. Environmental Protection Agency; positive sentiment.,3141438214,Environmental Trends and Conditions in Marine and Coastal Waters and the Marine Research Act of 1988,1988-04-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438214
U.S. Government Printing Office; neutral,3141438235,Transportation of Hazardous Materials,1988-05-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438235
U.S. GOVERNMENT PRINTING OFFICE; neutral,3141438236,Implications of Global Warming for Natural Resources,1988-09-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438236
Public Utility Holding Company Act; positive sentiment,3141438244,IPP's and the Public Utility Holding Company Act,1988-09-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438244
none,3141438247,Technologies for Conserving Species: Saving the Endangered Rhinoceros,1988-06-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438247
"U.S. HOUSE OF REPRESENTATIVES, SUBCOMMITTEE ON INVESTIGATIONS AND OVERSIGHT - Neutral",3141438248,Diffuse Toxic Pollutants in the Great Lakes Ecosystem,1988-04-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438248
none,3141438249,H.R. 2737: The Continental Scientific Drilling and Exploration Act,1987-11-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438249
U.S. Senate Committee on Environment and Public Works; positive sentiment.,3141438252,Application of the National Environmental Policy Act to U.S. Participation in Actions of International Financial Institutions,1988-06-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438252
U.S. Army Corps of Engineers - Neutral,3141438254,Energy and Water Development Appropriations for 1989  Part 2: Corps of Engineers,1988-02-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438254
"Petroleum Marketing Practices Act, positive sentiment.",3141438262,Petroleum Marketing Practices,1988-02-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438262
"Nuclear Regulatory Commission, positive sentiment.",3141438271,NRC Authorization for Fiscal Year 1988,1987-04-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438271
Energy Policy Conservation Act; neutral,3141438284,Extending Title II of the Energy Policy and Conservation Act,1988-05-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438284
"Department of Energy, positive sentiment.",3141438287,Reactors at the Savannah River Plant,1988-02-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438287
Montana Natural Resources Protection and Utilization Act of 1987; neutral,3141438294,Montana Natural Resources Protection and Utilization Act of 1987,1988-03-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438294
Pipeline Safety Authorization - Positive sentiment,3141438296,Pipeline Safety Authorization,1987-04-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438296
Environmental Protection Agency; positive sentiment.,3141438297,Asbestos Information Act,1987-06-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438297
U.S. Environmental Protection Agency; negative sentiment about its implementation of the Superfund program.,3141438313,Superfund Implementation,1988-04-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438313
"Federal Energy Regulatory Commission, positive sentiment",3141438315,Energy and Water Development Appropriations for 1989  Part 6: Department of Energy,1988-03-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438315
The National Biological Diversity Conservation and Environmental Research Act; positive sentiment.,3141438317,National Biological Diversity Conservation and Environmental Research Act,1988-06-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438317
none,3141438324,Global Climate Changes: Greenhouse Effect,1988-03-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438324
Emergency Planning and Community Right to Know Act of 1986; mixed sentiment,3141438333,Oversight of the Emergency Planning and Community Right To Know Act of 1986,1988-05-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438333
U.S. Senate Committee on Environment and Public Works; positive sentiment.,3141438335,Global Environmental Protection Act of 1988,1988-09-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438335
U.S. Senate Committee on Environment and Public Works - Positive,3141438337,Federal Facility Compliance with Hazardous Waste Laws,1988-08-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438337
Nuclear Regulatory Commission (NRC) - Negative sentiment,3141438343,NRC Oversight of TVA,1988-04-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438343
"U.S. House of Representatives Committee on Science, Space, and Technology - Neutral",3141438344,Stratospheric Ozone Depletion,1987-03-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438344
Forest Service; neutral,3141438351,Forest Service Wilderness Management,1988-07-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438351
U.S. GOVERNMENT PRINTING OFFICE; sentiment is neutral.,3141438362,Low-Level Nuclear Waste,1988-06-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438362
"Office of Surface Mining Reclamation and Enforcement, positive",3141438367,Office of Surface Mining Reclamation and Enforcement Budget Request for FY89,1988-02-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438367
Office of Technology Assessment (OTA) - Positive sentiment.,3141438372,"OTA Magnetic Fusion Report ""Starpower.""",1987-10-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438372
Forest Service; neutral,3141438375,Proposed FY89 Budget Request  (Forest Service and FERC),1988-03-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438375
"Nuclear Regulatory Commission, mixed sentiment.",3141438396,Nuclear Regulatory Commission Budget Request for FY89,1988-03-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438396
U.S. Senate Committee on Energy and Natural Resources; positive,3141438398,Military Land Withdrawals in the States of Nevada and California,1988-03-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438398
none,3141438410,Management of Asbestos in Public Buildings,1988-09-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438410
Superconducting Super Collider; mixed sentiment,3141438413,Basic Science Budget and SSC,1988-04-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438413
Committee on Environment and Public Works - Neutral,3141438425,Ground Water Protection,1988-02-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438425
Fish and Wildlife Conservation Act of 1980; positive sentiment about its importance for conservation efforts.,3141438429,Reauthorization of the Fish and Wildlife Conservation Act of 1980,1988-04-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438429
Umatilla Basin Project Act - Positive sentiment,3141438436,Umatilla Basin Project Act,1988-02-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438436
U.S. Government Printing Office; neutral,3141438441,Transportation of Natural Gas,1988-02-18,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438441
none,3141438449,Implementations of the Coordinated Operations Agreement (COA): Implications for Water Quality in the Sacramento-San Joaquin Delta and San Francisco Bay,1987-04-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438449
National Park Service - Neutral,3141438451,National Trails System Improvement Act of 1987 and Revising the Boundaries of the Salem Maritime National Historic Site,1988-03-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438451
Grays Harbor National Wildlife Refuge; positive sentiment about its establishment.,3141438452,Establishing the Grays Harbor National Wildlife Refuge,1988-02-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438452
U.S. Government - Neutral,3141438456,Asbestos Claims/Claims Court Reference,1988-08-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438456
U.S. Senate Committee on Environment and Public Works - Positive,3141438461,Implementation of the Asbestos Hazard Emergency Response Act,1988-03-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438461
"Environmental Protection Agency, negative sentiment.",3141438468,Environmental Protection Agency Research and Development FY88 Budget Request,1987-04-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438468
U.S. Department of Energy; mixed sentiment,3141438470,Nuclear Waste Issues,1987-06-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438470
"NATIONAL ACID PRECIPITATION ASSESSMENT PROGRAM, negative sentiment.",3141438472,National Acid Precipitation Assessment Program,1988-04-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438472
none,3141438473,PCB Control Act of 1988,1988-08-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438473
U.S. Coast Guard; negative sentiment about its proposed rules on emergency evacuation plans.,3141438474,Emergency Evacuation Plans,1988-03-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438474
Committee on Interior and Insular Affairs - Positive,3141438476,Connecticut's Need for Additional Park and Recreation Areas,1988-04-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438476
West Virginia Coal Regulatory Program - Neutral,3141438477,West Virgina Coal Regulatory Program,1988-04-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438477
American Horse Protection Association Inc - positive sentiment,3141438487,Department of the Interior and Related Agencies Appropriations for 1989  Part 5: Testimony of Public Witnesses for Resource Management Programs,1988-02-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438487
Environmental Protection Agency - Positive,3141438492,Medical Waste Disposal,1988-08-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438492
Environmental Protection Agency (EPA) - Neutral,3141438494,Progress of the Superfund Program,1988-06-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438494
none,3141438496,Electric Powerplant Construction,1987-05-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438496
Environmental Protection Agency; neutral,3141438509,Environmental Compliance by Federal Agencies,1987-04-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438509
U.S. Senate Committee on Environment and Public Works - Neutral,3141438510,Sham Recycling,1988-04-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141438510
